sentence_ID,words,labels,labels_encoded2
2582,sensing,O VERB,42
2582,is,O AUX,33
2582,unavailable,O ADJ,30
2582,.,O PUNCT,40
2582,please,O INTJ,34
2582,ensure,O VERB,42
2582,safety,O NOUN,35
2582,during,O ADP,31
2582,the,O PRON,38
2582,flight,O NOUN,35
2582,"""",O PUNCT,40
2583,"""",O PUNCT,40
2583,Ambient,B-STATE ADJ,16
2583,Light,B-PARAMETER NOUN,14
2583,too,O ADV,32
2583,Weak,O ADJ,30
2583,",",O PUNCT,40
2583,Backwardobstacle,B-ISSUE PROPN,11
2583,sensing,O VERB,42
2583,is,O AUX,33
2583,unavailable,O ADJ,30
2583,.,O PUNCT,40
2583,please,O INTJ,34
2583,ensure,O VERB,42
2583,safety,O NOUN,35
2583,during,O ADP,31
2583,the,O PRON,38
2583,flight,O NOUN,35
2583,"""",O PUNCT,40
2584,"""",O PUNCT,40
2584,Ambient,B-STATE ADJ,16
2584,Light,B-PARAMETER NOUN,14
2584,too,O ADV,32
2584,Weak,O ADJ,30
2584,",",O PUNCT,40
2584,Forward,O ADV,32
2584,/,O PUNCT,40
2584,Backward,O ADV,32
2584,/,O PUNCT,40
2584,Vision,B-COMPONENT NOUN,4
2584,Positioningobstacle,B-PARAMETER NOUN,14
2584,sensing,O VERB,42
2584,is,O AUX,33
2584,unavailable,O ADJ,30
2584,.,O PUNCT,40
2584,please,O INTJ,34
2584,ensure,O VERB,42
2584,safety,O NOUN,35
2584,during,O ADP,31
2584,the,O PRON,38
2584,flight,O NOUN,35
2584,"""",O PUNCT,40
2585,"""",O PUNCT,40
2585,Ambient,B-STATE ADJ,16
2585,Light,B-PARAMETER NOUN,14
2585,too,O ADV,32
2585,Weak,O ADJ,30
2585,",",O PUNCT,40
2585,Forward,O ADV,32
2585,/,O PUNCT,40
2585,Backwardobstacle,B-ISSUE PROPN,11
2585,sensing,O VERB,42
2585,is,O AUX,33
2585,unavailable,O ADJ,30
2585,.,O PUNCT,40
2585,please,O INTJ,34
2585,ensure,O VERB,42
2585,safety,O NOUN,35
2585,during,O ADP,31
2585,the,O PRON,38
2585,flight,O NOUN,35
2585,"""",O PUNCT,40
2586,"""",O PUNCT,40
2586,Ambient,B-STATE ADJ,16
2586,Light,B-PARAMETER NOUN,14
2586,too,O ADV,32
2586,Weak,O ADJ,30
2586,",",O PUNCT,40
2586,Forward,O ADV,32
2586,/,O PUNCT,40
2586,Vision,B-COMPONENT NOUN,4
2586,Positioningobstacle,B-PARAMETER NOUN,14
2586,sensing,O VERB,42
2586,is,O AUX,33
2586,unavailable,O ADJ,30
2586,.,O PUNCT,40
2586,please,O INTJ,34
2586,ensure,O VERB,42
2586,safety,O NOUN,35
2586,during,O ADP,31
2586,the,O PRON,38
2586,flight,O NOUN,35
2586,"""",O PUNCT,40
2587,"""",O PUNCT,40
2587,Ambient,B-STATE ADJ,16
2587,Light,B-PARAMETER NOUN,14
2587,too,O ADV,32
2587,Weak,O ADJ,30
2587,",",O PUNCT,40
2587,Forwardobstacle,B-COMPONENT NOUN,4
2587,sensing,O VERB,42
2587,is,O AUX,33
2587,unavailable,O ADJ,30
2587,.,O PUNCT,40
2587,please,O INTJ,34
2587,ensure,O VERB,42
2587,safety,O NOUN,35
2587,during,O ADP,31
2587,the,O PRON,38
2587,flight,O NOUN,35
2587,"""",O PUNCT,40
2588,"""",O PUNCT,40
2588,Ambient,B-STATE ADJ,16
2588,Light,B-PARAMETER NOUN,14
2588,too,O ADV,32
2588,Weak,O ADJ,30
2588,",",O PUNCT,40
2588,Vision,B-COMPONENT NOUN,4
2588,Positioningobstacle,B-PARAMETER NOUN,14
2588,sensing,O VERB,42
2588,is,O AUX,33
2588,unavailable,O ADJ,30
2588,.,O PUNCT,40
2588,please,O INTJ,34
2588,ensure,O VERB,42
2588,safety,O NOUN,35
2588,during,O ADP,31
2588,the,O PRON,38
2588,flight,O NOUN,35
2588,"""",O PUNCT,40
2589,APAS,O PROPN,39
2589,has,O AUX,33
2589,been,O AUX,33
2589,enabled,I-STATE VERB,28
2590,Approaching,I-ACTION VERB,23
2590,a,O PART,37
2590,No,O PART,37
2590,-,O PUNCT,40
2590,Fly,B-ACTION VERB,2
2590,Zone,B-COMPONENT NOUN,4
2590,.,O PUNCT,40
2590,RTH,B-STATE PROPN,19
2590,may,O AUX,33
2590,be,O AUX,33
2590,affected,O ADJ,30
2590,.,O PUNCT,40
2590,Fly,B-ACTION VERB,2
2590,with,O ADP,31
2590,caution,O NOUN,35
2591,Arrived,I-ACTION VERB,23
2591,at,O ADP,31
2591,End,B-FUNCTION VERB,8
2591,Point,B-STATE NOUN,18
2592,Arrived,I-ACTION VERB,23
2592,at,O ADP,31
2592,Start,I-ACTION VERB,23
2592,Point,B-STATE NOUN,18
2592,.,O PUNCT,40
2592,Starting,I-ACTION VERB,23
2592,Waypoint,B-COMPONENT NOUN,4
2592,Mission,B-FUNCTION NOUN,7
2593,Attitude,B-PARAMETER NOUN,14
2593,is,O AUX,33
2593,too,O ADV,32
2593,large,O ADJ,30
2593,.,O PUNCT,40
2593,Backward,O ADV,32
2593,Obstacle,B-ISSUE NOUN,10
2593,Sensing,B-COMPONENT VERB,5
2593,is,O AUX,33
2593,not,O ADV,32
2593,functioning,I-FUNCTION VERB,25
2594,Attitude,B-PARAMETER NOUN,14
2594,is,O AUX,33
2594,too,O ADV,32
2594,large,O ADJ,30
2594,.,O PUNCT,40
2594,Backward,O ADV,32
2594,obstacle,O NOUN,35
2594,sensing,O VERB,42
2594,is,O AUX,33
2594,unavailable,O ADJ,30
2595,Attitude,B-PARAMETER NOUN,14
2595,is,O AUX,33
2595,too,O ADV,32
2595,large,O ADJ,30
2595,.,O PUNCT,40
2595,Forward,O ADV,32
2595,Obstacle,B-ISSUE NOUN,10
2595,Sensing,B-COMPONENT VERB,5
2595,is,O AUX,33
2595,not,O ADV,32
2595,functioning,I-FUNCTION VERB,25
2596,Attitude,B-PARAMETER NOUN,14
2596,is,O AUX,33
2596,too,O ADV,32
2596,large,O ADJ,30
2596,.,O PUNCT,40
2596,Forward,O ADV,32
2596,obstacle,O NOUN,35
2596,sensing,O VERB,42
2596,is,O AUX,33
2596,unavailable,O ADJ,30
2597,Attitude,B-PARAMETER NOUN,14
2597,is,O AUX,33
2597,too,O ADV,32
2597,large,O ADJ,30
2597,.,O PUNCT,40
2597,Forward,O ADV,32
2597,/,O PUNCT,40
2597,Backward,O ADV,32
2597,obstacle,O NOUN,35
2597,sensing,O VERB,42
2597,is,O AUX,33
2597,unavailable,O ADJ,30
2598,Auto,B-ACTION PROPN,1
2598,Landing,B-ACTION NOUN,0
2598,in,O ADP,31
2598,nnn(s,I-COMPONENT NOUN,24
2598,),O PUNCT,40
2599,Auto,B-ACTION PROPN,1
2599,landing,O NOUN,35
2599,initiated,I-ACTION ADP,21
2600,Backward,O ADV,32
2600,Obstacle,B-ISSUE NOUN,10
2600,Sensing,B-COMPONENT VERB,5
2600,is,O AUX,33
2600,not,O ADV,32
2600,functioning,I-FUNCTION VERB,25
2601,Backward,O ADV,32
2601,Obstacle,B-ISSUE NOUN,10
2601,Sensing,B-COMPONENT VERB,5
2601,is,O AUX,33
2601,not,O ADV,32
2601,functioning,I-FUNCTION VERB,25
2601,.,O PUNCT,40
2601,Ambient,B-STATE ADJ,16
2601,Light,B-PARAMETER NOUN,14
2601,is,O AUX,33
2601,too,O ADV,32
2601,weak,O ADJ,30
2602,Barometer,B-COMPONENT NOUN,4
2602,Dead,O ADJ,30
2602,in,O ADP,31
2602,Air,O NOUN,35
2603,Battery,B-COMPONENT NOUN,4
2603,not,O ADV,32
2603,installed,I-ACTION ADP,21
2603,properly,O ADV,32
2603,.,O PUNCT,40
2603,Return,B-ACTION VERB,2
2603,to,O ADP,31
2603,home,O NOUN,35
2603,immediately,O ADV,32
2603,.,O PUNCT,40
2603,Check,B-ACTION VERB,2
2603,and,O SCONJ,41
2603,re,O PRON,38
2603,-,O PUNCT,40
2603,install,I-ACTION VERB,23
2603,battery,O NOUN,35
2604,Battery,B-COMPONENT NOUN,4
2604,power,O NOUN,35
2604,limit,O NOUN,35
2604,will,O AUX,33
2604,automatically,O ADV,32
2604,reduce,O VERB,42
2604,the,O PRON,38
2604,aircraft,O NOUN,35
2604,'s,O PUNCT,40
2604,mobility,O NOUN,35
2604,to,O ADP,31
2604,ensure,O VERB,42
2604,flight,O NOUN,35
2604,safety,O NOUN,35
2605,Cache,B-COMPONENT NOUN,4
2605,Space,B-COMPONENT NOUN,4
2605,Full,O ADJ,30
2606,Camera,B-COMPONENT NOUN,4
2606,Settings,B-COMPONENT NOUN,4
2606,ActiveTrack,O PROPN,39
2606,Optimized,I-ACTION VERB,23
2607,Camera,B-COMPONENT NOUN,4
2607,Settings,B-COMPONENT NOUN,4
2607,Adjusted,I-ACTION VERB,23
2608,Can,O AUX,33
2608,not,O ADV,32
2608,enable,I-ACTION VERB,23
2608,Intelligent,O ADJ,30
2608,Flight,B-ACTION NOUN,0
2608,Mode.:Low,B-STATE PROPN,19
2608,Battery,B-COMPONENT NOUN,4
2609,Can,O AUX,33
2609,not,O ADV,32
2609,enter,I-ACTION VERB,23
2609,ActiveTrack,O PROPN,39
2609,.,O PUNCT,40
2609,Ambient,B-STATE ADJ,16
2609,Light,B-PARAMETER NOUN,14
2609,is,O AUX,33
2609,too,O ADV,32
2609,weak,O ADJ,30
2610,Can,O AUX,33
2610,not,O ADV,32
2610,Enter,I-ACTION VERB,23
2610,TapFly,B-COMPONENT NOUN,4
2610,Can,O AUX,33
2610,not,O ADV,32
2610,fly,O VERB,42
2610,in,O ADP,31
2610,that,O SCONJ,41
2610,direction,B-PARAMETER NOUN,14
2611,Can,O AUX,33
2611,not,O ADV,32
2611,enter,I-ACTION VERB,23
2611,TapFly,B-COMPONENT NOUN,4
2611,Mode,B-PARAMETER NOUN,14
2611,:,O PUNCT,40
2611,Max,O ADJ,30
2611,Flight,B-ACTION NOUN,0
2611,Altitude,B-PARAMETER NOUN,14
2611,Reached,B-ISSUE VERB,12
2611,.,O PUNCT,40
2611,Adjust,I-ACTION VERB,23
2611,in,O ADP,31
2611,Main,O ADJ,30
2611,Controller,B-COMPONENT NOUN,4
2611,Settings,B-COMPONENT NOUN,4
2611,if,O SCONJ,41
2611,necessary,O ADJ,30
2612,Can,O AUX,33
2612,not,O ADV,32
2612,enter,I-ACTION VERB,23
2612,the,O PRON,38
2612,selected,I-STATE VERB,28
2612,flight,O NOUN,35
2612,mode,O NOUN,35
2612,.,O PUNCT,40
2612,Try,I-ACTION VERB,23
2612,again,O ADV,32
2612,later,O ADV,32
2613,Can,O AUX,33
2613,not,O ADV,32
2613,start,I-ACTION VERB,23
2613,Return,B-ACTION VERB,2
2613,to,O ADP,31
2613,Home,B-COMPONENT NOUN,4
2613,due,O ADP,31
2613,to,O ADP,31
2613,weak,O ADJ,30
2613,GPS,O NOUN,35
2613,signal,O NOUN,35
2614,Can,O AUX,33
2614,not,O ADV,32
2614,start,I-ACTION VERB,23
2614,Self,O NOUN,35
2614,-,O PUNCT,40
2614,Timer,B-PARAMETER NOUN,14
2614,.,O PUNCT,40
2614,Exposure,B-PARAMETER NOUN,14
2614,time,I-STATE NOUN,27
2614,is,O AUX,33
2614,too,O ADV,32
2614,long,B-STATE ADJ,16
2615,"""",O PUNCT,40
2615,Can,O AUX,33
2615,not,O ADV,32
2615,switch,I-ACTION VERB,23
2615,flight,O NOUN,35
2615,mode,O NOUN,35
2615,.,O PUNCT,40
2615,Turn,I-ACTION VERB,23
2615,on,O PART,37
2615,"""",O PUNCT,40
2615,"""",O PUNCT,40
2615,Multiple,O ADJ,30
2615,Flight,B-ACTION NOUN,0
2615,Modes,B-STATE NOUN,18
2615,"""",O PUNCT,40
2615,"""",O PUNCT,40
2615,to,O ADP,31
2615,enable,I-ACTION VERB,23
2615,Atti,B-STATE NOUN,18
2615,and,O SCONJ,41
2615,Sport,B-ISSUE NOUN,10
2615,Modes,B-STATE NOUN,18
2615,"""",O PUNCT,40
2616,Can,O AUX,33
2616,not,O ADV,32
2616,track,B-FUNCTION NOUN,7
2616,subject,B-PARAMETER NOUN,14
2616,:,O PUNCT,40
2616,Forward,O ADV,32
2616,Obstacle,B-ISSUE NOUN,10
2616,Sensing,B-COMPONENT VERB,5
2616,not,O ADV,32
2616,Responding,B-ACTION VERB,2
2617,Can,O AUX,33
2617,not,O ADV,32
2617,track,B-FUNCTION NOUN,7
2617,subject,B-PARAMETER NOUN,14
2617,:,O PUNCT,40
2617,No,O PART,37
2617,image,O NOUN,35
2617,.,O PUNCT,40
2617,Please,O INTJ,34
2617,retry,I-ACTION VERB,23
2618,Capture,I-ACTION ADP,21
2618,Failed,B-ISSUE VERB,12
2618,Distance,B-PARAMETER NOUN,14
2618,limit,O NOUN,35
2618,exceeded,B-STATE VERB,20
2618,.,O PUNCT,40
2618,Can,O AUX,33
2618,not,O ADV,32
2618,shoot,B-STATE VERB,20
2618,panorama,B-STATE NOUN,18
2619,Capture,I-ACTION ADP,21
2619,Failed,B-ISSUE VERB,12
2619,Insufficient,B-PARAMETER ADJ,13
2619,storage,B-PARAMETER NOUN,14
2619,space,B-COMPONENT NOUN,4
2619,.,O PUNCT,40
2619,Can,O AUX,33
2619,not,O ADV,32
2619,shoot,B-STATE VERB,20
2619,panorama,B-STATE NOUN,18
2620,Capture,I-ACTION ADP,21
2620,Failed,B-ISSUE VERB,12
2620,Shooting,I-ACTION VERB,23
2620,interrupted,B-STATE VERB,20
2621,Capture,I-ACTION ADP,21
2621,Failed,B-ISSUE VERB,12
2621,Shooting,I-ACTION VERB,23
2621,is,O AUX,33
2621,currently,O ADV,32
2621,not,O ADV,32
2621,permitted,B-STATE VERB,20
2622,Capture,I-ACTION ADP,21
2622,Failed,B-ISSUE VERB,12
2622,Stick,I-COMPONENT NOUN,24
2622,movement,I-STATE NOUN,27
2622,detected,O VERB,42
2622,.,O PUNCT,40
2622,Panorama,B-STATE NOUN,18
2622,has,O AUX,33
2622,stopped,I-ACTION VERB,23
2623,Capture,I-ACTION ADP,21
2623,Failed,B-ISSUE VERB,12
2623,The,O PRON,38
2623,aircraft,O NOUN,35
2623,is,O AUX,33
2623,moving,B-STATE VERB,20
2623,.,O PUNCT,40
2623,Can,O AUX,33
2623,not,O ADV,32
2623,shoot,B-STATE VERB,20
2623,panorama,B-STATE NOUN,18
2624,Capture,I-ACTION ADP,21
2624,Failed,B-ISSUE VERB,12
2624,The,O PRON,38
2624,gimbal,O NOUN,35
2624,is,O AUX,33
2624,moving,B-STATE VERB,20
2624,.,O PUNCT,40
2624,Can,O AUX,33
2624,not,O ADV,32
2624,shoot,B-STATE VERB,20
2624,panorama,B-STATE NOUN,18
2625,Compass,B-COMPONENT NOUN,4
2625,abnormal,B-ISSUE ADJ,9
2625,Solution,B-ISSUE NOUN,10
2625,:,O PUNCT,40
2625,1,O NUM,36
2625,.,O PUNCT,40
2625,Ensure,B-ACTION VERB,2
2625,there,O PRON,38
2625,are,O AUX,33
2625,no,O PART,37
2625,magnets,I-COMPONENT NOUN,24
2625,or,O SCONJ,41
2625,metal,O ADJ,30
2625,objects,O NOUN,35
2625,near,O ADP,31
2625,the,O PRON,38
2625,aircraft,O NOUN,35
2625,.,O PUNCT,40
2625,The,O PRON,38
2625,ground,B-COMPONENT NOUN,4
2625,or,O SCONJ,41
2625,walls,I-COMPONENT NOUN,24
2625,may,O AUX,33
2625,contain,O,29
2625,metal,O ADJ,30
2625,.,O PUNCT,40
2625,Move,B-ACTION VERB,2
2625,away,O ADV,32
2625,from,O ADP,31
2625,sources,I-COMPONENT NOUN,24
2625,of,O ADP,31
2625,interference,O NOUN,35
2625,before,O ADP,31
2625,attempting,I-ACTION NOUN,22
2625,flight,O NOUN,35
2625,.,O PUNCT,40
2625,2,O NUM,36
2625,.,O PUNCT,40
2625,Calibrate,B-ACTION VERB,2
2625,Compass,B-COMPONENT NOUN,4
2625,Before,O ADP,31
2625,Takeoff,B-ACTION NOUN,0
2626,Compass,B-COMPONENT NOUN,4
2626,data,O NOUN,35
2626,error,O NOUN,35
2626,.,O PUNCT,40
2626,Please,O INTJ,34
2626,contact,O NOUN,35
2626,DJI,B-PARAMETER PROPN,15
2626,Support,B-FUNCTION NOUN,7
2627,Compass,B-COMPONENT NOUN,4
2627,Error,B-ISSUE NOUN,10
2628,"""",O PUNCT,40
2628,Compass,B-COMPONENT NOUN,4
2628,error,O NOUN,35
2628,",",O PUNCT,40
2628,calibration,O NOUN,35
2628,required,I-ACTION VERB,23
2628,"""",O PUNCT,40
2629,Compass,B-COMPONENT NOUN,4
2629,Error,B-ISSUE NOUN,10
2629,.,O PUNCT,40
2629,Compass,B-COMPONENT NOUN,4
2629,data,O NOUN,35
2629,error,O NOUN,35
2629,.,O PUNCT,40
2629,Please,O INTJ,34
2629,contact,O NOUN,35
2629,DJI,B-PARAMETER PROPN,15
2629,Support,B-FUNCTION NOUN,7
2630,Compass,B-COMPONENT NOUN,4
2630,Error,B-ISSUE NOUN,10
2630,.,O PUNCT,40
2630,Compass,B-COMPONENT NOUN,4
2630,interference,O NOUN,35
2630,.,O PUNCT,40
2630,Please,O INTJ,34
2630,move,I-ACTION ADP,21
2630,the,O PRON,38
2630,aircraft,O NOUN,35
2630,away,O ADV,32
2630,from,O ADP,31
2630,potential,B-STATE ADJ,16
2630,interference,O NOUN,35
2630,source,B-COMPONENT NOUN,4
2630,or,O SCONJ,41
2630,calibrate,O VERB,42
2630,the,O PRON,38
2630,compass,O NOUN,35
2631,Compass,B-COMPONENT NOUN,4
2631,interference,O NOUN,35
2631,.,O PUNCT,40
2631,Please,O INTJ,34
2631,move,I-ACTION ADP,21
2631,the,O PRON,38
2631,aircraft,O NOUN,35
2631,away,O ADV,32
2631,from,O ADP,31
2631,potential,B-STATE ADJ,16
2631,interference,O NOUN,35
2631,source,B-COMPONENT NOUN,4
2631,or,O SCONJ,41
2631,calibrate,O VERB,42
2631,the,O PRON,38
2631,compass,O NOUN,35
2632,Critically,O ADV,32
2632,low,O ADJ,30
2632,power,O NOUN,35
2632,.,O PUNCT,40
2632,Aircraft,O NOUN,35
2632,is,O AUX,33
2632,landing,O NOUN,35
2633,Critically,O ADV,32
2633,Low,O ADJ,30
2633,Power,B-PARAMETER NOUN,14
2633,.,O PUNCT,40
2633,Aircraft,O NOUN,35
2633,Landing,B-ACTION NOUN,0
2633,.,O PUNCT,40
2633,Throttle,B-PARAMETER NOUN,14
2633,up,O ADV,32
2633,to,O ADP,31
2633,reduce,O VERB,42
2633,the,O PRON,38
2633,speed,B-PARAMETER NOUN,14
2633,of,O ADP,31
2633,descent,I-STATE NOUN,27
2633,and,O SCONJ,41
2633,use,O VERB,42
2633,sticks,I-COMPONENT NOUN,24
2633,to,O ADP,31
2633,avoid,I-ACTION VERB,23
2633,obstacles,B-COMPONENT NOUN,4
2634,Critically,O ADV,32
2634,Low,O ADJ,30
2634,Voltage,B-PARAMETER NOUN,14
2634,Warning,B-ISSUE NOUN,10
2634,Aircraft,O NOUN,35
2634,will,O AUX,33
2634,be,O AUX,33
2634,forced,O ADJ,30
2634,to,O ADP,31
2634,land,O VERB,42
2635,"""",O PUNCT,40
2635,Critically,O ADV,32
2635,Low,O ADJ,30
2635,Voltage,B-PARAMETER NOUN,14
2635,Warning,B-ISSUE NOUN,10
2635,Land,B-ACTION VERB,2
2635,as,O SCONJ,41
2635,soon,O ADV,32
2635,as,O SCONJ,41
2635,possible,O ADJ,30
2635,",",O PUNCT,40
2635,otherwise,O ADV,32
2635,the,O PRON,38
2635,battery,O NOUN,35
2635,will,O AUX,33
2635,be,O AUX,33
2635,damaged,I-STATE VERB,28
2635,"""",O PUNCT,40
2636,CrystalSky,B-ISSUE PROPN,11
2636,is,O AUX,33
2636,too,O ADV,32
2636,hot,B-STATE ADJ,16
2636,.,O PUNCT,40
2636,Cool,B-STATE ADJ,16
2636,down,O ADV,32
2636,the,O PRON,38
2636,monitor,B-COMPONENT NOUN,4
2636,to,O ADP,31
2636,prevent,I-ACTION VERB,23
2636,overheating,O ADJ,30
2637,Current,B-PARAMETER NOUN,14
2637,RTH,B-STATE PROPN,19
2637,route,B-PARAMETER NOUN,14
2637,will,O AUX,33
2637,pass,I-ACTION VERB,23
2637,a,O PART,37
2637,no,O PART,37
2637,-,O PUNCT,40
2637,fly,O VERB,42
2637,zone,O NOUN,35
2637,.,O PUNCT,40
2637,Pay,I-ACTION VERB,23
2637,attention,B-PARAMETER NOUN,14
2637,to,O ADP,31
2637,the,O PRON,38
2637,aircraft,O NOUN,35
2637,'s,O PUNCT,40
2637,position,B-PARAMETER NOUN,14
2637,to,O ADP,31
2637,avoid,I-ACTION VERB,23
2637,RTH,B-STATE PROPN,19
2637,failure,B-ISSUE NOUN,10
2638,Data,B-PARAMETER PROPN,15
2638,Recorder,B-COMPONENT NOUN,4
2638,File,O NOUN,35
2638,Index,O NOUN,35
2638,is,O AUX,33
2638,nnn,O X,43
2639,"""",O PUNCT,40
2639,Detected,O VERB,42
2639,side,O NOUN,35
2639,/,O PUNCT,40
2639,backward,O ADV,32
2639,/,O PUNCT,40
2639,forward,O ADV,32
2639,shock,O NOUN,35
2639,/,O PUNCT,40
2639,possible,O ADJ,30
2639,collision,O NOUN,35
2639,",",O PUNCT,40
2639,aircraft,O NOUN,35
2639,is,O AUX,33
2639,pitching,O VERB,42
2639,/,O PUNCT,40
2639,rolling,O VERB,42
2639,sharply,O ADV,32
2639,forward,O ADV,32
2639,/,O PUNCT,40
2639,backwards,O ADV,32
2639,/,O PUNCT,40
2639,left,O NOUN,35
2639,/,O PUNCT,40
2639,right,O NOUN,35
2639,"""",O PUNCT,40
2640,Detecting,O,29
2640,subject,B-PARAMETER NOUN,14
2641,Distance,B-PARAMETER NOUN,14
2641,limit,O NOUN,35
2641,enabled,I-STATE VERB,28
2641,.,O PUNCT,40
2641,Fly,B-ACTION VERB,2
2641,safely,B-STATE ADV,17
2642,Downlink,B-COMPONENT NOUN,4
2642,data,O NOUN,35
2642,connection,O NOUN,35
2642,lost,O VERB,42
2642,for,O ADP,31
2642,nnn,O X,43
2642,seconds,O NUM,36
2643,Downward,O ADJ,30
2643,altitude,O NOUN,35
2643,sensor,O NOUN,35
2643,data,O NOUN,35
2643,error,O NOUN,35
2643,.,O PUNCT,40
2643,Please,O INTJ,34
2643,contact,O NOUN,35
2643,DJI,B-PARAMETER PROPN,15
2643,Support,B-FUNCTION NOUN,7
2643,for,O ADP,31
2643,help,I-STATE NOUN,27
2644,Downward,O ADJ,30
2644,infrared,I-COMPONENT NOUN,24
2644,sensor,O NOUN,35
2644,failure,B-ISSUE NOUN,10
2644,.,O PUNCT,40
2644,Land,B-ACTION VERB,2
2644,as,O SCONJ,41
2644,soon,O ADV,32
2644,as,O SCONJ,41
2644,possible,O ADJ,30
2645,Downward,O ADJ,30
2645,Obstacle,B-ISSUE NOUN,10
2645,Sensing,B-COMPONENT VERB,5
2645,is,O AUX,33
2645,not,O ADV,32
2645,functioning,I-FUNCTION VERB,25
2645,.,O PUNCT,40
2645,Ambient,B-STATE ADJ,16
2645,Light,B-PARAMETER NOUN,14
2645,is,O AUX,33
2645,too,O ADV,32
2645,weak,O ADJ,30
2646,EMMC,B-ISSUE PROPN,11
2646,is,O AUX,33
2646,full,O ADJ,30
2647,"""",O PUNCT,40
2647,Exit,B-ACTION NOUN,0
2647,Backward,O ADV,32
2647,Forward,O ADV,32
2647,Downward,O ADJ,30
2647,Upward,B-STATE ADV,17
2647,Sensing,B-COMPONENT VERB,5
2647,system,O NOUN,35
2647,",",O PUNCT,40
2647,Ambient,B-STATE ADJ,16
2647,Light,B-PARAMETER NOUN,14
2647,is,O AUX,33
2647,too,O ADV,32
2647,weak,O ADJ,30
2647,"""",O PUNCT,40
2648,Exiting,B-ACTION VERB,2
2648,GPS,O NOUN,35
2648,mode,O NOUN,35
2648,:,O PUNCT,40
2648,Unknown,B-STATE ADJ,16
2648,Error,B-ISSUE NOUN,10
2649,Extended,I-STATE VERB,28
2649,flight,O NOUN,35
2649,distance,O NOUN,35
2649,detected,O VERB,42
2649,.,O PUNCT,40
2649,Always,O ADV,32
2649,maintain,I-ACTION ADP,21
2649,visual,B-COMPONENT NOUN,4
2649,line,O NOUN,35
2649,of,O ADP,31
2649,sight,O NOUN,35
2649,unless,O SCONJ,41
2649,otherwise,O ADV,32
2649,authorized,I-STATE NOUN,27
2650,Extra,B-PARAMETER ADJ,13
2650,payload,B-COMPONENT NOUN,4
2650,detected,O VERB,42
2650,.,O PUNCT,40
2650,Flight,B-ACTION NOUN,0
2650,performance,O NOUN,35
2650,will,O AUX,33
2650,be,O AUX,33
2650,affected,O ADJ,30
2650,.,O PUNCT,40
2650,Fly,B-ACTION VERB,2
2650,with,O ADP,31
2650,caution,O NOUN,35
2651,Failed,B-ISSUE VERB,12
2651,to,O ADP,31
2651,cancel,I-ACTION VERB,23
2651,landing,O NOUN,35
2652,Flight,B-ACTION NOUN,0
2652,altitude,O NOUN,35
2652,exceeds,O VERB,42
2652,nnn,O X,43
2652,.,O PUNCT,40
2652,May,O AUX,33
2652,violate,I-ACTION VERB,23
2652,local,O ADJ,30
2652,policies,I-STATE NOUN,27
2652,and,O SCONJ,41
2652,regulations,B-ISSUE NOUN,10
2652,.,O PUNCT,40
2652,Ensure,B-ACTION VERB,2
2652,you,O PRON,38
2652,have,O VERB,42
2652,obtained,O VERB,42
2652,proper,O ADJ,30
2652,airspace,B-COMPONENT NOUN,4
2652,authorization,O NOUN,35
2653,Flight,B-ACTION NOUN,0
2653,distance,O NOUN,35
2653,may,O AUX,33
2653,exceed,B-ACTION VERB,2
2653,line,O NOUN,35
2653,-,O PUNCT,40
2653,of,O ADP,31
2653,-,O PUNCT,40
2653,sight,O NOUN,35
2653,.,O PUNCT,40
2653,Fly,B-ACTION VERB,2
2653,with,O ADP,31
2653,caution,O NOUN,35
2654,Flight,B-ACTION NOUN,0
2654,Mode,B-PARAMETER NOUN,14
2654,Set,B-ACTION VERB,2
2654,to,O ADP,31
2654,Attitude,B-PARAMETER NOUN,14
2654,/,O PUNCT,40
2654,Atti,B-STATE NOUN,18
2654,Set,B-ACTION VERB,2
2654,the,O PRON,38
2654,Flight,B-ACTION NOUN,0
2654,Mode,B-PARAMETER NOUN,14
2654,to,O ADP,31
2654,P,O PRON,38
2654,-,O PUNCT,40
2654,mode,O NOUN,35
2654,/,O PUNCT,40
2654,GPS,O NOUN,35
2654,to,O ADP,31
2654,ensure,O VERB,42
2654,flight,O NOUN,35
2654,safety,O NOUN,35
2654,/,O PUNCT,40
2654,fly,O VERB,42
2654,safe,O ADJ,30
2655,Forward,O ADV,32
2655,Obstacle,B-ISSUE NOUN,10
2655,Sensing,B-COMPONENT VERB,5
2655,is,O AUX,33
2655,not,O ADV,32
2655,functioning,I-FUNCTION VERB,25
2656,Forward,O ADV,32
2656,Obstacle,B-ISSUE NOUN,10
2656,Sensing,B-COMPONENT VERB,5
2656,is,O AUX,33
2656,not,O ADV,32
2656,functioning,I-FUNCTION VERB,25
2656,.,O PUNCT,40
2656,Ambient,B-STATE ADJ,16
2656,Light,B-PARAMETER NOUN,14
2656,is,O AUX,33
2656,too,O ADV,32
2656,weak,O ADJ,30
2657,GEO,B-STATE PROPN,19
2657,Zone,B-COMPONENT NOUN,4
2657,Info,B-STATE NOUN,18
2657,:,O PUNCT,40
2657,The,O PRON,38
2657,target,B-PARAMETER NOUN,14
2657,area,B-STATE NOUN,18
2657,is,O AUX,33
2657,in,O ADP,31
2657,an,O PRON,38
2657,Altitude,B-PARAMETER NOUN,14
2657,Zone,B-COMPONENT NOUN,4
2657,.,O PUNCT,40
