sentence_ID,words,labels
2684,ensure,O VERB
2684,battery,O NOUN
2684,health,B-STATE NOUN
2685,QuickShot,B-STATE PROPN
2685,has,O AUX
2685,ended,I-ACTION VERB
2686,Reaching,B-ACTION VERB
2686,maximum,O ADJ
2686,altitude,O NOUN
2686,...,O PUNCT
2687,Remote,B-COMPONENT ADJ
2687,controller,O NOUN
2687,disconnected,I-STATE VERB
2687,from,O ADP
2687,aircraft,O NOUN
2687,(,O PUNCT
2687,Code,O NOUN
2687,:,O PUNCT
2687,30029,O NUM
2687,),O PUNCT
2688,Returning,B-ACTION VERB
2688,Home,B-COMPONENT NOUN
2689,RTH,B-STATE PROPN
2689,altitude,O NOUN
2689,adjusted,I-ACTION VERB
2689,to,O ADP
2689,nnn,O X
2689,(,O PUNCT
2689,Code,O NOUN
2689,:,O PUNCT
2689,120852,O NUM
2689,),O PUNCT
2690,RTH,B-STATE PROPN
2690,Altitude,B-PARAMETER NOUN
2690,:,O PUNCT
2690,nnn,O X
2691,Setting,B-FUNCTION NOUN
2691,new,O ADJ
2691,Maximum,O ADJ
2691,Flight,B-ACTION NOUN
2691,Altitude,B-PARAMETER NOUN
2691,to,O ADP
2691,nnn,O X
2691,(,O PUNCT
2691,nnn,O X
2691,),O PUNCT
2692,Setting,B-FUNCTION NOUN
2692,new,O ADJ
2692,Return,B-ACTION VERB
2692,-,O PUNCT
2692,To,O ADP
2692,-,O PUNCT
2692,Home,B-COMPONENT NOUN
2692,altitude,O NOUN
2692,to,O ADP
2692,nnn,O X
2692,(,O PUNCT
2692,nnn,O X
2692,),O PUNCT
2693,Signal,B-COMPONENT NOUN
2693,Lost,B-ISSUE VERB
2693,.,O PUNCT
2693,Aircraft,O NOUN
2693,returning,O VERB
2693,to,O ADP
2693,Home,B-COMPONENT NOUN
2693,Point,B-STATE NOUN
2694,Strong,B-STATE ADJ
2694,Aircraft,O NOUN
2694,Interference,O NOUN
2695,Strong,B-STATE ADJ
2695,Interference,O NOUN
2695,to,O ADP
2695,Aircraft,O NOUN
2695,.,O PUNCT
2695,Signal,B-COMPONENT NOUN
2695,interruption,I-STATE NOUN
2695,may,O AUX
2695,be,O AUX
2695,more,O ADJ
2695,likely,B-STATE ADV
2695,.,O PUNCT
2695,Fly,B-ACTION VERB
2695,with,O ADP
2695,caution,O NOUN
2696,Strong,B-STATE ADJ
2696,Interference,O NOUN
2696,to,O ADP
2696,Remote,B-COMPONENT ADJ
2696,Controller,B-COMPONENT NOUN
2696,.,O PUNCT
2696,Signal,B-COMPONENT NOUN
2696,interruption,I-STATE NOUN
2696,maybe,B-STATE ADV
2696,more,O ADJ
2696,likely,B-STATE ADV
2696,.,O PUNCT
2696,Fly,B-ACTION VERB
2696,with,O ADP
2696,caution,O NOUN
2697,Strong,B-STATE ADJ
2697,Remote,B-COMPONENT ADJ
2697,Controller,B-COMPONENT NOUN
2697,Interference,O NOUN
2698,Strong,B-STATE ADJ
2698,wireless,B-COMPONENT NOUN
2698,interference,O NOUN
2698,.,O PUNCT
2698,Please,O INTJ
2698,fly,O VERB
2698,with,O ADP
2698,caution,O NOUN
2699,Switched,I-STATE VERB
2699,to,O ADP
2699,A,O PART
2699,(,O PUNCT
2699,Attitude)-mode,B-STATE ADJ
2700,Switched,I-STATE VERB
2700,to,O ADP
2700,P,O PRON
2700,(,O PUNCT
2700,Positioning)-mode,B-PARAMETER NOUN
2701,Switched,I-STATE VERB
2701,to,O ADP
2701,S,O NOUN
2701,(,O PUNCT
2701,Sport)-mode,B-PARAMETER NOUN
2702,Taking,B-ACTION VERB
2702,off,O PART
2703,The,O PRON
2703,aircraft,O NOUN
2703,is,O AUX
2703,flying,O VERB
2703,back,O ADV
2703,to,O ADP
2703,the,O PRON
2703,start,I-ACTION VERB
2703,point,B-STATE NOUN
2704,The,O PRON
2704,remaining,I-STATE VERB
2704,battery,O NOUN
2704,is,O AUX
2704,only,O ADV
2704,enough,B-ISSUE ADJ
2704,for,O ADP
2704,RTH,B-STATE PROPN
2704,.,O PUNCT
2704,Return,B-ACTION VERB
2704,home,O NOUN
2704,now,O ADV
2705,"""",O PUNCT
2705,Tip,B-COMPONENT NOUN
2705,:,O PUNCT
2705,Aircraft,O NOUN
2705,reached,O VERB
2705,maximum,O ADJ
2705,distance,O NOUN
2705,",",O PUNCT
2705,please,O INTJ
2705,pay,I-ACTION VERB
2705,attention,B-PARAMETER NOUN
2705,to,O ADP
2705,flight,O NOUN
2705,safety,O NOUN
2705,"""",O PUNCT
2706,"""",O PUNCT
2706,To,O ADP
2706,take,O VERB
2706,off,O PART
2706,in,O ADP
2706,non,O PART
2706,-,O PUNCT
2706,P,O PRON
2706,mode,O NOUN
2706,",",O PUNCT
2706,toggle,I-ACTION VERB
2706,Flight,B-ACTION NOUN
2706,Mode,B-PARAMETER NOUN
2706,Switch,I-ACTION VERB
2706,to,O ADP
2706,another,O PRON
2706,mode,O NOUN
2706,and,O SCONJ
2706,then,O ADV
2706,toggle,I-ACTION VERB
2706,it,O PRON
2706,back,O ADV
2706,"""",O PUNCT
2707,Video,B-COMPONENT NOUN
2707,cache,B-COMPONENT NOUN
2707,has,O AUX
2707,stopped,I-ACTION VERB
2707,because,O SCONJ
2707,there,O PRON
2707,is,O AUX
2707,not,O ADV
2707,enough,B-ISSUE ADJ
2707,storage,B-PARAMETER NOUN
2707,space,B-COMPONENT NOUN
2707,.,O PUNCT
2707,You,O PRON
2707,can,O AUX
2707,enable,I-ACTION VERB
2707,Auto,B-ACTION PROPN
2707,Cache,B-COMPONENT NOUN
2707,Clear,I-ACTION VERB
2707,or,O SCONJ
2707,manually,O ADV
2707,delete,I-ACTION VERB
2707,cache,B-COMPONENT NOUN
2707,to,O ADP
2707,get,I-ACTION VERB
2707,enough,B-ISSUE ADJ
2707,space,B-COMPONENT NOUN
2708,Warning,B-ISSUE NOUN
2708,:,O PUNCT
2708,Critically,O ADV
2708,low,O ADJ
2708,battery,O NOUN
2708,.,O PUNCT
2708,Please,O INTJ
2708,change,O VERB
2708,the,O PRON
2708,battery,O NOUN
2709,Warning,B-ISSUE NOUN
2709,:,O PUNCT
2709,Battery,B-COMPONENT NOUN
2709,Temperature,B-PARAMETER NOUN
2709,Below,O ADP
2709,15,O NUM
2709,°,B-PARAMETER NOUN
2709,C,B-PARAMETER PROPN
2709,(,O PUNCT
2709,59F,O NUM
2709,),O PUNCT
2709,.,O PUNCT
2709,Warm,B-STATE ADJ
2709,battery,O NOUN
2709,to,O ADP
2709,above,O ADP
2709,25,O NUM
2709,°,B-PARAMETER NOUN
2709,C,B-PARAMETER PROPN
2709,(,O PUNCT
2709,77F,O NUM
2709,),O PUNCT
2709,before,O ADP
2709,flying,O VERB
2710,Warning,B-ISSUE NOUN
2710,:,O PUNCT
2710,Command,B-FUNCTION NOUN
2710,Failed,B-ISSUE VERB
2711,Warning,B-ISSUE NOUN
2711,:,O PUNCT
2711,Command,B-FUNCTION NOUN
2711,Timeout,B-ISSUE NOUN
2712,Warning,B-ISSUE NOUN
2712,:,O PUNCT
2712,Max,O ADJ
2712,Flight,B-ACTION NOUN
2712,Altitude,B-PARAMETER NOUN
2712,Reached,B-ISSUE VERB
2712,.,O PUNCT
2712,Adjust,I-ACTION VERB
2712,in,O ADP
2712,Main,O ADJ
2712,Controller,B-COMPONENT NOUN
2712,Settings,B-COMPONENT NOUN
2712,if,O SCONJ
2712,necessary,O ADJ
2713,Warning,B-ISSUE NOUN
2713,:,O PUNCT
2713,Motor,B-COMPONENT NOUN
2713,Obstructed,I-STATE VERB
2714,Waypoint,B-COMPONENT NOUN
2714,Mission,B-FUNCTION NOUN
2714,Paused,B-ACTION VERB
2715,Waypoint,B-COMPONENT NOUN
2715,Mission,B-FUNCTION NOUN
2715,Resumed,B-ACTION VERB
2716,Weak,O ADJ
2716,GPS,O NOUN
2716,signal,O NOUN
2716,.,O PUNCT
2716,Aircraft,O NOUN
2716,is,O AUX
2716,in,O ADP
2716,Attitude,B-PARAMETER NOUN
2716,mode,O NOUN
2716,and,O SCONJ
2716,hovering,I-STATE VERB
2716,may,O AUX
2716,be,O AUX
2716,unstable,B-STATE ADJ
2716,.,O PUNCT
2716,Fly,B-ACTION VERB
2716,with,O ADP
2716,caution,O NOUN
2717,Weak,O ADJ
2717,GPS,O NOUN
2717,signal,O NOUN
2717,.,O PUNCT
2717,Positional,B-FUNCTION ADJ
2717,accuracy,B-PARAMETER NOUN
2717,may,O AUX
2717,be,O AUX
2717,compromised,I-ISSUE VERB
2717,.,O PUNCT
2717,Please,O INTJ
2717,fly,O VERB
2717,with,O ADP
2717,caution,O NOUN
2718,Weak,O ADJ
2718,signal,O NOUN
2718,.,O PUNCT
2718,Adjust,I-ACTION VERB
2718,antenna,B-COMPONENT NOUN
2718,and,O SCONJ
2718,avoid,I-ACTION VERB
2718,signal,O NOUN
2718,block,I-ACTION NOUN
2719,Weak,O ADJ
2719,signal,O NOUN
2719,.,O PUNCT
2719,Avoid,I-ACTION VERB
2719,blocking,I-ACTION VERB
2719,the,O PRON
2719,antennas,O NOUN
2719,and,O SCONJ
2719,keep,I-ACTION VERB
2719,the,O PRON
2719,antennas,O NOUN
2719,parallel,B-STATE ADJ
2719,to,O ADP
2719,and,O SCONJ
2719,facing,B-ACTION VERB
2719,toward,O ADP
2719,the,O PRON
2719,aircraft,O NOUN
2719,during,O ADP
2719,flight,O NOUN
2720,Your,O PRON
2720,aircraft,O NOUN
2720,is,O AUX
2720,at,O ADP
2720,the,O PRON
2720,boundary,I-PARAMETER NOUN
2720,of,O ADP
2720,an,O PRON
2720,Altitude,B-PARAMETER NOUN
2720,Zone,B-COMPONENT NOUN
2720,.,O PUNCT
2720,Please,O INTJ
2720,fly,O VERB
2720,away,O ADV
2720,or,O SCONJ
2720,land,O VERB
2720,with,O ADP
2720,caution,O NOUN
2721,Your,O PRON
2721,aircraft,O NOUN
2721,is,O AUX
2721,at,O ADP
2721,the,O PRON
2721,boundary,I-PARAMETER NOUN
2721,of,O ADP
2721,an,O PRON
2721,Authorization,B-ISSUE NOUN
2721,Zone,B-COMPONENT NOUN
2721,.,O PUNCT
2721,Please,O INTJ
2721,fly,O VERB
2721,away,O ADV
2721,with,O ADP
2721,caution,O NOUN
2722,Your,O PRON
2722,aircraft,O NOUN
2722,is,O AUX
2722,flying,O VERB
2722,in,O ADP
2722,an,O PRON
2722,Altitude,B-PARAMETER NOUN
2722,Zone,B-COMPONENT NOUN
2722,(,O PUNCT
2722,nnn,O X
2722,),O PUNCT
2722,.,O PUNCT
2722,Please,O INTJ
2722,fly,O VERB
2722,with,O ADP
2722,caution,O NOUN
2723,Accelerator,O NOUN
2723,is,O AUX
2723,Over,O ADP
2723,Range,B-PARAMETER NOUN
2724,Account,O NOUN
2724,not,O ADV
2724,logged,O VERB
2724,in,O ADP
2724,.,O PUNCT
2724,Flight,B-ACTION NOUN
2724,altitude,O NOUN
2724,and,O SCONJ
2724,distance,O NOUN
2724,restricted,O ADJ
2724,to,O ADP
2724,nnn,O X
2724,and,O SCONJ
2724,nnn,O X
2724,.,O PUNCT
2724,Check,B-ACTION VERB
2724,and,O SCONJ
2724,log,O NOUN
2724,in,O ADP
2724,(,O PUNCT
2724,Code,O NOUN
2724,:,O PUNCT
2724,3000003,O NUM
2724,),O PUNCT
2725,Aircraft,O NOUN
2725,GPS,O NOUN
2725,interference,O NOUN
2725,.,O PUNCT
2725,Aircraft,O NOUN
2725,unable,O ADJ
2725,to,O ADP
2725,fly,O VERB
2725,stably,O ADV
2725,.,O PUNCT
2725,Land,B-ACTION VERB
2725,or,O SCONJ
2725,reutrn,O X
2725,to,O ADP
2725,home,O NOUN
2725,promptly,O ADV
2725,(,O PUNCT
2725,Code,O NOUN
2725,:,O PUNCT
2725,30245,O NUM
2725,),O PUNCT
2726,Aircraft,O NOUN
2726,in,O ADP
2726,Altitude,B-PARAMETER NOUN
2726,Zone,B-COMPONENT NOUN
2726,(,O PUNCT
2726,Altitude,B-PARAMETER NOUN
2726,limit,O NOUN
2726,:,O PUNCT
2726,nnn,O X
2726,),O PUNCT
2726,.,O PUNCT
2726,Fly,B-ACTION VERB
2726,with,O ADP
2726,caution,O NOUN
2726,(,O PUNCT
2726,Code,O NOUN
2726,:,O PUNCT
2726,190012,O NUM
2726,),O PUNCT
2727,Aircraft,O NOUN
2727,in,O ADP
2727,Altitude,B-PARAMETER NOUN
2727,Zone,B-COMPONENT NOUN
2727,(,O PUNCT
2727,nnn,O X
2727,),O PUNCT
2727,.,O PUNCT
2727,Fly,B-ACTION VERB
2727,with,O ADP
2727,caution,O NOUN
2727,(,O PUNCT
2727,Code,O NOUN
2727,:,O PUNCT
2727,190001,O NUM
2727,),O PUNCT
2728,Aircraft,O NOUN
2728,in,O ADP
2728,Altitude,B-PARAMETER NOUN
2728,Zone,B-COMPONENT NOUN
2728,.,O PUNCT
2728,Max,O ADJ
2728,altitude,O NOUN
2728,set,O VERB
2728,to,O ADP
2728,nnn,O X
2728,(,O PUNCT
2728,Code,O NOUN
2728,:,O PUNCT
2728,30015,O NUM
2728,),O PUNCT
2729,Aircraft,O NOUN
2729,in,O ADP
2729,Attitude,B-PARAMETER NOUN
2729,mode,O NOUN
2729,.,O PUNCT
2729,Unable,O ADJ
2729,to,O ADP
2729,hover,O VERB
2729,.,O PUNCT
2729,Fly,B-ACTION VERB
2729,with,O ADP
2729,caution,O NOUN
2729,(,O PUNCT
2729,Code,O NOUN
2729,:,O PUNCT
2729,30004,O NUM
2729,),O PUNCT
2730,Aircraft,O NOUN
2730,in,O ADP
2730,Authorization,B-ISSUE NOUN
2730,Zone,B-COMPONENT NOUN
2730,.,O PUNCT
2730,Exit,B-ACTION NOUN
2730,zone,O NOUN
2730,promptly,O ADV
2730,(,O PUNCT
2730,Code,O NOUN
2730,:,O PUNCT
2730,190004,O NUM
2730,),O PUNCT
2731,Aircraft,O NOUN
2731,in,O ADP
2731,Authorization,B-ISSUE NOUN
2731,Zone,B-COMPONENT NOUN
2731,.,O PUNCT
2731,Unable,O ADJ
2731,to,O ADP
2731,take,O VERB
2731,off,O PART
2731,before,O ADP
2731,unlocking,O VERB
2731,(,O PUNCT
2731,Code,O NOUN
2731,:,O PUNCT
2731,3000005,O NUM
2731,),O PUNCT
2732,Aircraft,O NOUN
2732,in,O ADP
2732,high,O ADJ
2732,interference,O NOUN
2732,environment,B-STATE NOUN
2732,.,O PUNCT
2732,Fly,B-ACTION VERB
2732,with,O ADP
2732,caution,O NOUN
2732,(,O PUNCT
2732,Code,O NOUN
2732,:,O PUNCT
2732,80015,O NUM
2732,),O PUNCT
2733,Aircraft,O NOUN
2733,in,O ADP
2733,high,O ADJ
2733,interference,O NOUN
2733,environment,B-STATE NOUN
2733,.,O PUNCT
2733,Manually,O ADV
2733,adjust,I-ACTION VERB
2733,flight,O NOUN
2733,route,B-PARAMETER NOUN
2733,or,O SCONJ
2733,return,O VERB
2733,to,O ADP
2733,home,O NOUN
2733,(,O PUNCT
2733,Code,O NOUN
2733,:,O PUNCT
2733,80015,O NUM
2733,),O PUNCT
2734,Aircraft,O NOUN
2734,in,O ADP
2734,Restricted,O ADJ
2734,Zone,B-COMPONENT NOUN
2734,.,O PUNCT
2734,Unable,O ADJ
2734,to,O ADP
2734,take,O VERB
2734,off,O PART
2734,.,O PUNCT
2734,Check,B-ACTION VERB
2734,map,O NOUN
2734,to,O ADP
2734,find,O VERB
2734,Recommended,I-STATE VERB
2734,Zones,B-COMPONENT NOUN
2734,(,O PUNCT
2734,Code,O NOUN
2734,:,O PUNCT
2734,3000006,O NUM
2734,),O PUNCT
2735,Aircraft,O NOUN
2735,in,O ADP
2735,Restricted,O ADJ
2735,Zones,B-COMPONENT NOUN
2735,.,O PUNCT
2735,Check,B-ACTION VERB
2735,map,O NOUN
2735,to,O ADP
2735,find,O VERB
2735,Recommended,I-STATE VERB
2735,Zones,B-COMPONENT NOUN
2735,(,O PUNCT
2735,Code,O NOUN
2735,:,O PUNCT
2735,30083,O NUM
2735,),O PUNCT
2736,"""",O PUNCT
2736,Aircraft,O NOUN
2736,max,O ADJ
2736,power,O NOUN
2736,load,O NOUN
2736,reached,O VERB
2736,.,O PUNCT
2736,Decrease,B-ACTION VERB
2736,altitude,O NOUN
2736,and,O SCONJ
2736,fly,O VERB
2736,with,O ADP
2736,caution,O NOUN
2736,.,O PUNCT
2736,If,O SCONJ
2736,this,O PRON
2736,issue,O NOUN
2736,persists,O VERB
2736,",",O PUNCT
2736,land,O VERB
2736,immediately,O ADV
2736,(,O PUNCT
2736,Code,O NOUN
2736,:,O PUNCT
2736,30168,O NUM
2736,),O PUNCT
2736,"""",O PUNCT
2737,Aircraft,O NOUN
2737,not,O ADV
2737,linked,O ADJ
2737,to,O ADP
2737,phone,O NOUN
2737,number,O NOUN
2737,.,O PUNCT
2737,Flight,B-ACTION NOUN
2737,range,O NOUN
2737,restricted,O ADJ
2737,.,O PUNCT
2737,Check,B-ACTION VERB
2737,and,O SCONJ
2737,link,O NOUN
2737,phone,O NOUN
2737,number,O NOUN
2737,(,O PUNCT
2737,Code,O NOUN
2737,:,O PUNCT
2737,3000004,O NUM
2737,),O PUNCT
2738,Aircraft,O NOUN
2738,pitch,O NOUN
2738,angle,O NOUN
2738,too,O ADV
2738,large,O ADJ
2738,.,O PUNCT
2738,Ensure,B-ACTION VERB
2738,aircraft,O NOUN
2738,is,O AUX
2738,level,O NOUN
2738,before,O ADP
2738,taking,O VERB
2738,off,O PART
2738,(,O PUNCT
2738,Code,O NOUN
2738,:,O PUNCT
2738,30087,O NUM
2738,),O PUNCT
2739,Aircraft,O NOUN
2739,processor,O NOUN
2739,chip,I-COMPONENT NOUN
2739,overheated,O ADJ
2739,.,O PUNCT
2739,Power,B-PARAMETER NOUN
2739,off,O PART
2739,aircraft,O NOUN
2739,and,O SCONJ
2739,wait,O VERB
2739,for,O ADP
2739,temperature,O NOUN
2739,to,O ADP
2739,return,O VERB
2739,to,O ADP
2739,normal,O ADJ
2739,(,O PUNCT
2739,Code,O NOUN
2739,:,O PUNCT
2739,30136,O NUM
2739,),O PUNCT
2740,Aircraft,O NOUN
2740,processor,O NOUN
2740,overheated,O ADJ
2740,.,O PUNCT
2740,Automatically,O ADV
2740,returning,O VERB
2740,to,O ADP
2740,home,O NOUN
2740,(,O PUNCT
2740,Code,O NOUN
2740,:,O PUNCT
2740,30185,O NUM
2740,),O PUNCT
2741,Aircraft,O NOUN
2741,takeoff,O NOUN
2741,altitude,O NOUN
2741,error,O NOUN
2741,.,O PUNCT
2741,Restart,B-ACTION VERB
2741,aircraft,O NOUN
2741,(,O PUNCT
2741,Code,O NOUN
2741,:,O PUNCT
2741,30235,O NUM
2741,),O PUNCT
2742,Aircraft,O NOUN
2742,unable,O ADJ
2742,to,O ADP
2742,return,O VERB
2742,to,O ADP
2742,home,O NOUN
2742,automatically,O ADV
2742,.,O PUNCT
2742,Lower,O ADJ
2742,altitude,O NOUN
2742,immediately,O ADV
2742,and,O SCONJ
2742,return,O VERB
2742,to,O ADP
2742,home,O NOUN
2742,manually,O ADV
2742,(,O PUNCT
2742,Code,O NOUN
2742,:,O PUNCT
2742,120596,O NUM
2742,),O PUNCT
2743,AirSense,O PROPN
2743,communication,O NOUN
2743,error,O NOUN
2743,.,O PUNCT
2743,Unable,O ADJ
2743,to,O ADP
2743,display,O NOUN
2743,nearby,O ADV
2743,manned,O ADJ
2743,aircraft,O NOUN
2743,and,O SCONJ
2743,anti,O ADJ
2743,-,O PUNCT
2743,collision,O NOUN
2743,warnings,O NOUN
2743,.,O PUNCT
2743,Fly,B-ACTION VERB
2743,with,O ADP
2743,caution,O NOUN
2743,(,O PUNCT
2743,Code,O NOUN
2743,:,O PUNCT
2743,30247,O NUM
2743,),O PUNCT
2744,Altitude,B-PARAMETER NOUN
2744,Zone,B-COMPONENT NOUN
2744,nnn,O X
2745,Barometer,B-COMPONENT NOUN
2745,Dead,O ADJ
2745,in,O ADP
2745,Air,O NOUN
2746,Barometer,B-COMPONENT NOUN
2746,initialization,O NOUN
2746,failed,O VERB
2746,.,O PUNCT
2746,Restart,B-ACTION VERB
2746,aircraft,O NOUN
2746,(,O PUNCT
2746,Code,O NOUN
2746,:,O PUNCT
2746,30042,O NUM
2746,),O PUNCT
2747,Barometer,B-COMPONENT NOUN
2747,initialization,O NOUN
2747,failed,O VERB
2747,.,O PUNCT
2747,Restart,B-ACTION VERB
2747,aircraft,O NOUN
2747,(,O PUNCT
2747,Code,O NOUN
2747,:,O PUNCT
2747,30047,O NUM
2747,),O PUNCT
2748,"""",O PUNCT
2748,Battery,B-COMPONENT NOUN
2748,communication,O NOUN
2748,malfunction,I-ISSUE NOUN
2748,.,O PUNCT
2748,Reinstall,B-ACTION VERB
2748,battery,O NOUN
2748,.,O PUNCT
2748,If,O SCONJ
2748,the,O PRON
2748,issue,O NOUN
2748,persists,O VERB
2748,",",O PUNCT
2748,replace,I-ACTION VERB
2748,battery,O NOUN
2748,(,O PUNCT
2748,Code,O NOUN
2748,:,O PUNCT
2748,110007,O NUM
2748,),O PUNCT
2748,"""",O PUNCT
2749,Battery,B-COMPONENT NOUN
2749,error,O NOUN
2749,.,O PUNCT
2749,Aircraft,O NOUN
2749,returning,O VERB
2749,to,O ADP
2749,home,O NOUN
2749,automatically,O ADV
2749,(,O PUNCT
2749,Code,O NOUN
2749,:,O PUNCT
2749,110024,O NUM
2749,),O PUNCT
2750,Battery,B-COMPONENT NOUN
2750,installed,I-ACTION ADP
2750,incorrectly,B-STATE ADV
2750,.,O PUNCT
2750,Detach,I-ACTION VERB
2750,battery,O NOUN
2750,and,O SCONJ
2750,reinstall,I-ACTION ADP
2750,it,O PRON
2750,(,O PUNCT
2750,Code,O NOUN
2750,:,O PUNCT
2750,30068,O NUM
2750,),O PUNCT
2751,Battery,B-COMPONENT NOUN
2751,level,O NOUN
2751,low,O ADJ
2751,.,O PUNCT
2751,Charge,B-ACTION NOUN
2751,battery,O NOUN
2751,(,O PUNCT
2751,Code,O NOUN
2751,:,O PUNCT
2751,30078,O NUM
2751,),O PUNCT
2752,Battery,B-COMPONENT NOUN
2752,overheating,O ADJ
2752,.,O PUNCT
2752,Stop,B-ACTION VERB
2752,flying,O VERB
2752,and,O SCONJ
2752,wait,O VERB
2752,for,O ADP
2752,battery,O NOUN
2752,temperature,O NOUN
2752,to,O ADP
2752,return,O VERB
2752,to,O ADP
2752,normal,O ADJ
2752,(,O PUNCT
2752,Code,O NOUN
2752,:,O PUNCT
2752,110002,O NUM
2752,),O PUNCT
2753,Battery,B-COMPONENT NOUN
2753,power,O NOUN
2753,limit,O NOUN
2753,will,O AUX
2753,automatically,O ADV
2753,reduce,O VERB
2753,the,O PRON
2753,aircraft,O NOUN
2753,'s,O PUNCT
2753,mobility,O NOUN
2753,to,O ADP
2753,ensure,O VERB
2753,flight,O NOUN
2753,safety,O NOUN
2754,Battery,B-COMPONENT NOUN
2754,power,O NOUN
2754,low,O ADJ
2754,.,O PUNCT
2754,Check,B-ACTION VERB
2754,battery,O NOUN
2754,status,B-STATE NOUN
2754,and,O SCONJ
2754,charge,B-ACTION NOUN
2754,or,O SCONJ
2754,warm,B-STATE ADJ
2754,up,O ADV
2754,battery,O NOUN
2754,(,O PUNCT
2754,Code,O NOUN
2754,:,O PUNCT
2754,30078,O NUM
2754,),O PUNCT
2755,Battery,B-COMPONENT NOUN
2755,power,O NOUN
2755,restricted,O ADJ
2755,.,O PUNCT
2755,Aircraft,O NOUN
2755,performance,O NOUN
2755,decreased,O ADJ
2755,to,O ADP
2755,ensure,O VERB
2755,flight,O NOUN
2755,safety,O NOUN
2755,.,O PUNCT
2755,Return,B-ACTION VERB
2755,to,O ADP
2755,home,O NOUN
2755,promptly,O ADV
2755,(,O PUNCT
2755,Code,O NOUN
2755,:,O PUNCT
2755,110013,O NUM
2755,),O PUNCT
2756,Battery,B-COMPONENT NOUN
2756,temperature,O NOUN
2756,too,O ADV
2756,low,O ADJ
2756,.,O PUNCT
2756,Fly,B-ACTION VERB
2756,with,O ADP
2756,caution,O NOUN
2756,(,O PUNCT
2756,Code,O NOUN
2756,:,O PUNCT
2756,110023,O NUM
2756,),O PUNCT
2757,Battery,B-COMPONENT NOUN
2757,:,O PUNCT
2757,Battery,B-COMPONENT NOUN
2757,Error,B-ISSUE NOUN
2757,.,O PUNCT
2757,Return,B-ACTION VERB
2757,home,O NOUN
2757,and,O SCONJ
2757,land,O VERB
2757,soon,O ADV
2757,.,O PUNCT
2757,View,B-COMPONENT NOUN
2757,the,O PRON
2757,checklist,O NOUN
2757,after,O ADP
2757,landing,O NOUN
2758,Camera,B-COMPONENT NOUN
2758,not,O ADV
2758,calibrated,I-ACTION ADP
2758,.,O PUNCT
2758,Image,B-COMPONENT NOUN
2758,quality,O NOUN
2758,affected,O ADJ
2758,.,O PUNCT
2758,Contact,B-ACTION NOUN
2758,DJI,B-PARAMETER PROPN
2758,Support,B-FUNCTION NOUN
2758,for,O ADP
2758,assistance,O NOUN
2758,(,O PUNCT
2758,Code,O NOUN
2758,:,O PUNCT
2758,10017,O NUM
2758,),O PUNCT
2759,Camera,B-COMPONENT NOUN
2759,RCAM,B-STATE PROPN
2759,not,O ADV
2759,connected,O ADJ
2759,.,O PUNCT
2759,Image,B-COMPONENT NOUN
2759,quality,O NOUN
2759,affected,O ADJ
2759,.,O PUNCT
2759,Contact,B-ACTION NOUN
2759,DJI,B-PARAMETER PROPN
2759,Support,B-FUNCTION NOUN
2759,for,O ADP
2759,assistance,O NOUN
2759,(,O PUNCT
2759,Code,O NOUN
2759,:,O PUNCT
2759,10018,O NUM
2759,),O PUNCT
2760,"""",O PUNCT
2760,Check,B-ACTION VERB
2760,whether,O SCONJ
2760,propellers,O NOUN
2760,are,O AUX
2760,installed,I-ACTION ADP
2760,correctly,O ADV
2760,.,O PUNCT
2760,If,O SCONJ
2760,the,O PRON
2760,propellers,O NOUN
2760,are,O AUX
2760,installed,I-ACTION ADP
2760,correctly,O ADV
2760,and,O SCONJ
2760,the,O PRON
2760,aircraft,O NOUN
2760,still,O ADV
2760,can,O AUX
2760,not,O ADV
2760,takeoff,O NOUN
2760,",",O PUNCT
2760,a,O PART
2760,motor,O NOUN
2760,error,O NOUN
2760,may,O AUX
2760,exist,B-STATE VERB
2760,.,O PUNCT
2760,Contact,B-ACTION NOUN
2760,DJI,B-PARAMETER PROPN
2760,Support,B-FUNCTION NOUN
2760,for,O ADP
2760,assistance,O NOUN
2760,(,O PUNCT
2760,Code,O NOUN
2760,:,O PUNCT
2760,30252,O NUM
2760,),O PUNCT
2760,"""",O PUNCT
2761,Check,B-ACTION VERB
2761,whether,O SCONJ
2761,the,O PRON
2761,propellers,O NOUN
2761,are,O AUX
2761,attached,O ADJ
2761,to,O ADP
2761,the,O PRON
2761,correct,O ADJ
2761,motors,O NOUN
2761,based,O ADP
2761,on,O PART
2761,their,O PRON
2761,markings,O NOUN
2761,.,O PUNCT
2761,Incorrect,O ADJ
2761,installation,O NOUN
2761,will,O AUX
2761,cause,O VERB
2761,the,O PRON
2761,aircraft,O NOUN
2761,to,O ADP
2761,roll,O NOUN
2761,over,O ADP
2761,during,O ADP
2761,takeoff,O NOUN
2761,(,O PUNCT
2761,Code,O NOUN
2761,:,O PUNCT
2761,30251,O NUM
2761,),O PUNCT
2762,Compass,B-COMPONENT NOUN
2762,Error,B-ISSUE NOUN
2763,Compass,B-COMPONENT NOUN
2763,error,O NOUN
2763,.,O PUNCT
2763,Ensure,B-ACTION VERB
2763,there,O PRON
2763,are,O AUX
2763,no,O PART
2763,metal,O ADJ
2763,or,O SCONJ
2763,magnetic,O ADJ
2763,objects,O NOUN
2763,near,O ADP
2763,the,O PRON
