Unnamed: 0,sentence_ID,words,labels
38545,3210,Aircraft,O NOUN
38546,3210,may,O AUX
38547,3210,be,O AUX
38548,3210,in,O ADP
38549,3210,violation,O NOUN
38550,3210,of,O ADP
38551,3210,local,O ADJ
38552,3210,laws,B-ISSUE NOUN
38553,3210,and,O CCONJ
38554,3210,regulations,B-ISSUE NOUN
38555,3210,.,O PUNCT
38556,3210,Check,B-ACTION VERB
38557,3210,and,O CCONJ
38558,3210,make,O VERB
38559,3210,sure,O ADJ
38560,3210,you,O PRON
38561,3210,have,O VERB
38562,3210,obtained,O VERB
38563,3210,proper,O ADJ
38564,3210,authorization,O NOUN
38565,3210,to,O ADP
38566,3210,fly,O VERB
38567,3210,in,O ADP
38568,3210,this,O PRON
38569,3210,airspace,B-COMPONENT NOUN
38570,3210,(,O PUNCT
38571,3210,Code,O NOUN
38572,3210,:,O PUNCT
38573,3210,3000006,O NUM
38574,3210,),O PUNCT
38575,3211,Gimbal,B-COMPONENT NOUN
38576,3211,IMU,B-PARAMETER PROPN
38577,3211,data,O NOUN
38578,3211,error,O NOUN
38579,3211,.,O PUNCT
38580,3211,Contact,B-ACTION NOUN
38581,3211,DJI,B-PARAMETER PROPN
38582,3211,Support,B-FUNCTION NOUN
38583,3211,for,O ADP
38584,3211,assistance,O NOUN
38585,3211,(,O PUNCT
38586,3211,Code,O NOUN
38587,3211,:,O PUNCT
38588,3211,40021,O NUM
38589,3211,),O PUNCT
38590,3212,Gimbal,B-COMPONENT NOUN
38591,3212,motor,O NOUN
38592,3212,overloaded,I-STATE VERB
38593,3212,.,O PUNCT
38594,3212,Check,B-ACTION VERB
38595,3212,whether,O SCONJ
38596,3212,gimbal,O NOUN
38597,3212,can,O AUX
38598,3212,rotate,O VERB
38599,3212,freely,O ADV
38600,3212,(,O PUNCT
38601,3212,Code,O NOUN
38602,3212,:,O PUNCT
38603,3212,40003,O NUM
38604,3212,),O PUNCT
38605,3213,GPS,O NOUN
38606,3213,signal,O NOUN
38607,3213,low,O ADJ
38608,3213,.,O PUNCT
38609,3213,Aircraft,O NOUN
38610,3213,unable,O ADJ
38611,3213,to,O ADP
38612,3213,auto,O PROPN
38613,3213,hover,O VERB
38614,3213,and,O CCONJ
38615,3213,takeoff,O NOUN
38616,3213,restricted,O ADJ
38617,3213,.,O PUNCT
38618,3213,Move,B-ACTION VERB
38619,3213,to,O ADP
38620,3213,environment,B-STATE NOUN
38621,3213,with,O ADP
38622,3213,adequate,B-STATE ADJ
38623,3213,light,B-PARAMETER NOUN
38624,3213,.,O PUNCT
38625,3213,Unlocking,B-ACTION VERB
38626,3213,takeoff,O NOUN
38627,3213,restrictions,I-PARAMETER NOUN
38628,3213,not,O ADV
38629,3213,recommended,I-STATE VERB
38630,3213,(,O PUNCT
38631,3213,Code,O NOUN
38632,3213,:,O PUNCT
38633,3213,30239,O NUM
38634,3213,),O PUNCT
38635,3214,GPS,O NOUN
38636,3214,signal,O NOUN
38637,3214,weak,O ADJ
38638,3214,.,O PUNCT
38639,3214,Hovering,B-ISSUE PROPN
38640,3214,unstable,B-STATE ADJ
38641,3214,.,O PUNCT
38642,3214,Fly,B-ACTION VERB
38643,3214,with,O ADP
38644,3214,caution,O NOUN
38645,3214,(,O PUNCT
38646,3214,Code,O NOUN
38647,3214,:,O PUNCT
38648,3214,30002,O NUM
38649,3214,),O PUNCT
38650,3215,GPS,O NOUN
38651,3215,signal,O NOUN
38652,3215,weak,O ADJ
38653,3215,.,O PUNCT
38654,3215,Positioning,I-ACTION VERB
38655,3215,accuracy,B-PARAMETER NOUN
38656,3215,affected,O ADJ
38657,3215,.,O PUNCT
38658,3215,Fly,B-ACTION VERB
38659,3215,with,O ADP
38660,3215,caution,O NOUN
38661,3215,(,O PUNCT
38662,3215,Code,O NOUN
38663,3215,:,O PUNCT
38664,3215,30049,O NUM
38665,3215,),O PUNCT
38666,3216,Gyroscope,B-PARAMETER PROPN
38667,3216,initialization,O NOUN
38668,3216,failed,O VERB
38669,3216,.,O PUNCT
38670,3216,Restart,B-ACTION VERB
38671,3216,aircraft,O NOUN
38672,3216,(,O PUNCT
38673,3216,Code,O NOUN
38674,3216,:,O PUNCT
38675,3216,30045,O NUM
38676,3216,),O PUNCT
38677,3217,High,O ADJ
38678,3217,altitude,O NOUN
38679,3217,.,O PUNCT
38680,3217,Aircraft,O NOUN
38681,3217,braking,I-ACTION VERB
38682,3217,distance,O NOUN
38683,3217,increased,B-STATE VERB
38684,3217,and,O CCONJ
38685,3217,flight,O NOUN
38686,3217,time,I-STATE NOUN
38687,3217,decreased,O ADJ
38688,3217,.,O PUNCT
38689,3217,Fly,B-ACTION VERB
38690,3217,with,O ADP
38691,3217,caution,O NOUN
38692,3217,(,O PUNCT
38693,3217,Code,O NOUN
38694,3217,:,O PUNCT
38695,3217,30238,O NUM
38696,3217,),O PUNCT
38697,3218,Home,B-COMPONENT NOUN
38698,3218,Point,B-STATE NOUN
38699,3218,updated,I-ACTION VERB
38700,3218,.,O PUNCT
38701,3218,RTH,B-STATE PROPN
38702,3218,altitude,O NOUN
38703,3218,adjusted,I-ACTION VERB
38704,3218,to,O ADP
38705,3218,nnn,O X
38706,3218,(,O PUNCT
38707,3218,Code,O NOUN
38708,3218,:,O PUNCT
38709,3218,120852,O NUM
38710,3218,),O PUNCT
38711,3219,Home,B-COMPONENT NOUN
38712,3219,Point,B-STATE NOUN
38713,3219,updated,I-ACTION VERB
38714,3219,.,O PUNCT
38715,3219,RTH,B-STATE PROPN
38716,3219,altitude,O NOUN
38717,3219,adjusted,I-ACTION VERB
38718,3219,to,O ADP
38719,3219,nnn,O X
38720,3219,(,O PUNCT
38721,3219,Code,O NOUN
38722,3219,:,O PUNCT
38723,3219,3000001,O NUM
38724,3219,),O PUNCT
38725,3220,Image,B-COMPONENT NOUN
38726,3220,transmission,B-COMPONENT NOUN
38727,3220,signal,O NOUN
38728,3220,lost,O VERB
38729,3220,(,O PUNCT
38730,3220,Code,O NOUN
38731,3220,:,O PUNCT
38732,3220,80001,O NUM
38733,3220,),O PUNCT
38734,3221,IMU,B-PARAMETER PROPN
38735,3221,attitude,O NOUN
38736,3221,restricted,O ADJ
38737,3221,.,O PUNCT
38738,3221,Ensure,B-ACTION VERB
38739,3221,aircraft,O NOUN
38740,3221,is,O AUX
38741,3221,level,O NOUN
38742,3221,(,O PUNCT
38743,3221,Code,O NOUN
38744,3221,:,O PUNCT
38745,3221,30082,O NUM
38746,3221,),O PUNCT
38747,3222,IMU,B-PARAMETER PROPN
38748,3222,calibration,O NOUN
38749,3222,required,I-ACTION VERB
38750,3222,.,O PUNCT
38751,3222,Calibrate,B-ACTION VERB
38752,3222,IMU,B-PARAMETER PROPN
38753,3222,(,O PUNCT
38754,3222,Code,O NOUN
38755,3222,:,O PUNCT
38756,3222,30050,O NUM
38757,3222,),O PUNCT
38758,3223,Insufficient,B-PARAMETER ADJ
38759,3223,SD,B-PARAMETER PROPN
38760,3223,card,O NOUN
38761,3223,space,B-COMPONENT NOUN
38762,3223,.,O PUNCT
38763,3223,Change,B-ACTION VERB
38764,3223,card,O NOUN
38765,3223,or,O CCONJ
38766,3223,delete,I-ACTION VERB
38767,3223,files,B-COMPONENT NOUN
38768,3223,(,O PUNCT
38769,3223,Code,O NOUN
38770,3223,:,O PUNCT
38771,3223,10035,O NUM
38772,3223,),O PUNCT
38773,3224,Lighting,B-COMPONENT NOUN
38774,3224,environment,B-STATE NOUN
38775,3224,too,O ADV
38776,3224,dark,B-STATE ADJ
38777,3224,.,O PUNCT
38778,3224,Visual,B-COMPONENT NOUN
38779,3224,positioning,I-ACTION VERB
38780,3224,inaccurate,B-ISSUE ADJ
38781,3224,.,O PUNCT
38782,3224,Fly,B-ACTION VERB
38783,3224,with,O ADP
38784,3224,caution,O NOUN
38785,3224,(,O PUNCT
38786,3224,Code,O NOUN
38787,3224,:,O PUNCT
38788,3224,180032,O NUM
38789,3224,),O PUNCT
38790,3225,Low,O ADJ
38791,3225,battery,O NOUN
38792,3225,.,O PUNCT
38793,3225,Recharge,B-ACTION VERB
38794,3225,promptly,O ADV
38795,3225,(,O PUNCT
38796,3225,Code,O NOUN
38797,3225,:,O PUNCT
38798,3225,30079,O NUM
38799,3225,),O PUNCT
38800,3226,Low,O ADJ
38801,3226,battery,O NOUN
38802,3226,.,O PUNCT
38803,3226,Return,B-ACTION VERB
38804,3226,to,O ADP
38805,3226,home,O NOUN
38806,3226,promptly,O ADV
38807,3226,(,O PUNCT
38808,3226,Code,O NOUN
38809,3226,:,O PUNCT
38810,3226,120732,O NUM
38811,3226,),O PUNCT
38812,3227,Low,O ADJ
38813,3227,battery,O NOUN
38814,3227,.,O PUNCT
38815,3227,Return,B-ACTION VERB
38816,3227,to,O ADP
38817,3227,home,O NOUN
38818,3227,promptly,O ADV
38819,3227,(,O PUNCT
38820,3227,Code,O NOUN
38821,3227,:,O PUNCT
38822,3227,30183,O NUM
38823,3227,),O PUNCT
38824,3228,Mobile,B-COMPONENT ADJ
38825,3228,device,B-COMPONENT NOUN
38826,3228,CPU,B-PARAMETER PROPN
38827,3228,fully,O ADV
38828,3228,loaded,I-ACTION VERB
38829,3228,.,O PUNCT
38830,3228,Related,B-FUNCTION ADJ
38831,3228,performance,O NOUN
38832,3228,will,O AUX
38833,3228,be,O AUX
38834,3228,affected,O ADJ
38835,3229,Motor,B-COMPONENT NOUN
38836,3229,error,O NOUN
38837,3229,.,O PUNCT
38838,3229,Check,B-ACTION VERB
38839,3229,propellers,O NOUN
38840,3229,and,O CCONJ
38841,3229,fly,O VERB
38842,3229,with,O ADP
38843,3229,caution,O NOUN
38844,3229,(,O PUNCT
38845,3229,Code,O NOUN
38846,3229,:,O PUNCT
38847,3229,120652,O NUM
38848,3229,),O PUNCT
38849,3230,Motor,B-COMPONENT NOUN
38850,3230,idle,B-STATE ADJ
38851,3230,.,O PUNCT
38852,3230,Check,B-ACTION VERB
38853,3230,whether,O SCONJ
38854,3230,propellers,O NOUN
38855,3230,are,O AUX
38856,3230,installed,I-ACTION ADP
38857,3230,(,O PUNCT
38858,3230,Code,O NOUN
38859,3230,:,O PUNCT
38860,3230,30166,O NUM
38861,3230,),O PUNCT
38862,3231,Motor,B-COMPONENT NOUN
38863,3231,is,O AUX
38864,3231,Blocked,B-ISSUE VERB
38865,3232,Motor,B-COMPONENT NOUN
38866,3232,is,O AUX
38867,3232,Blocked,B-ISSUE VERB
38868,3232,.,O PUNCT
38869,3232,Motor,B-COMPONENT NOUN
38870,3232,stuck,I-STATE VERB
38871,3232,.,O PUNCT
38872,3232,Check,B-ACTION VERB
38873,3232,for,O ADP
38874,3232,objects,O NOUN
38875,3232,blocking,I-ACTION VERB
38876,3232,motor,O NOUN
38877,3232,or,O CCONJ
38878,3232,contact,O NOUN
38879,3232,DJI,B-PARAMETER PROPN
38880,3232,Support,B-FUNCTION NOUN
38881,3232,for,O ADP
38882,3232,assistance,O NOUN
38883,3232,(,O PUNCT
38884,3232,Code,O NOUN
38885,3232,:,O PUNCT
38886,3232,30165,O NUM
38887,3232,),O PUNCT
38888,3233,Motor,B-COMPONENT NOUN
38889,3233,stuck,I-STATE VERB
38890,3233,.,O PUNCT
38891,3233,Check,B-ACTION VERB
38892,3233,for,O ADP
38893,3233,objects,O NOUN
38894,3233,blocking,I-ACTION VERB
38895,3233,motor,O NOUN
38896,3233,or,O CCONJ
38897,3233,contact,O NOUN
38898,3233,DJI,B-PARAMETER PROPN
38899,3233,Support,B-FUNCTION NOUN
38900,3233,for,O ADP
38901,3233,assistance,O NOUN
38902,3233,(,O PUNCT
38903,3233,Code,O NOUN
38904,3233,:,O PUNCT
38905,3233,30165,O NUM
38906,3233,),O PUNCT
38907,3234,Motor,B-COMPONENT NOUN
38908,3234,unable,O ADJ
38909,3234,to,O ADP
38910,3234,rotate,O VERB
38911,3234,.,O PUNCT
38912,3234,Check,B-ACTION VERB
38913,3234,for,O ADP
38914,3234,objects,O NOUN
38915,3234,blocking,I-ACTION VERB
38916,3234,motor,O NOUN
38917,3234,or,O CCONJ
38918,3234,contact,O NOUN
38919,3234,DJI,B-PARAMETER PROPN
38920,3234,Support,B-FUNCTION NOUN
38921,3234,for,O ADP
38922,3234,assistance,O NOUN
38923,3234,(,O PUNCT
38924,3234,Code,O NOUN
38925,3234,:,O PUNCT
38926,3234,30165,O NUM
38927,3234,),O PUNCT
38928,3235,Motor,B-COMPONENT NOUN
38929,3235,unable,O ADJ
38930,3235,to,O ADP
38931,3235,rotate,O VERB
38932,3235,.,O PUNCT
38933,3235,Check,B-ACTION VERB
38934,3235,motor,O NOUN
38935,3235,(,O PUNCT
38936,3235,Code,O NOUN
38937,3235,:,O PUNCT
38938,3235,30142,O NUM
38939,3235,),O PUNCT
38940,3236,No,O PART
38941,3236,GPS,O NOUN
38942,3236,signal,O NOUN
38943,3236,.,O PUNCT
38944,3236,Unable,O ADJ
38945,3236,to,O ADP
38946,3236,hover,O VERB
38947,3236,.,O PUNCT
38948,3236,Fly,B-ACTION VERB
38949,3236,with,O ADP
38950,3236,caution,O NOUN
38951,3236,(,O PUNCT
38952,3236,Code,O NOUN
38953,3236,:,O PUNCT
38954,3236,30007,O NUM
38955,3236,),O PUNCT
38956,3237,No,O PART
38957,3237,SD,B-PARAMETER PROPN
38958,3237,card,O NOUN
38959,3237,.,O PUNCT
38960,3237,Insert,I-ACTION VERB
38961,3237,card,O NOUN
38962,3237,(,O PUNCT
38963,3237,Code,O NOUN
38964,3237,:,O PUNCT
38965,3237,10022,O NUM
38966,3237,),O PUNCT
38967,3238,Not,O ADV
38968,3238,Enough,B-ISSUE ADJ
38969,3238,Force,B-PARAMETER NOUN
38970,3238,/,O PUNCT
38971,3238,ESC,B-STATE PROPN
38972,3238,Error,B-ISSUE NOUN
38973,3239,Payload,B-COMPONENT NOUN
38974,3239,mode,O NOUN
38975,3239,enabled,I-STATE VERB
38976,3239,.,O PUNCT
38977,3239,Max,O ADJ
38978,3239,altitude,O NOUN
38979,3239,and,O CCONJ
38980,3239,distance,O NOUN
38981,3239,set,O VERB
38982,3239,.,O PUNCT
38983,3239,Fly,B-ACTION VERB
38984,3239,with,O ADP
38985,3239,caution,O NOUN
38986,3239,(,O PUNCT
38987,3239,Code,O NOUN
38988,3239,:,O PUNCT
38989,3239,30230,O NUM
38990,3239,),O PUNCT
38991,3240,Payload,B-COMPONENT NOUN
38992,3240,mode,O NOUN
38993,3240,enabled,I-STATE VERB
38994,3240,.,O PUNCT
38995,3240,Max,O ADJ
38996,3240,altitude,O NOUN
38997,3240,set,O VERB
38998,3240,to,O ADP
38999,3240,nnn,O X
39000,3240,and,O CCONJ
39001,3240,max,O ADJ
39002,3240,distance,O NOUN
39003,3240,set,O VERB
39004,3240,to,O ADP
39005,3240,nnn,O X
39006,3240,to,O ADP
39007,3240,ensure,O VERB
39008,3240,flight,O NOUN
39009,3240,safety,O NOUN
39010,3240,(,O PUNCT
39011,3240,Code,O NOUN
39012,3240,:,O PUNCT
39013,3240,30230,O NUM
39014,3240,),O PUNCT
39015,3241,Payload,B-COMPONENT NOUN
39016,3241,mode,O NOUN
39017,3241,enabled,I-STATE VERB
39018,3241,.,O PUNCT
39019,3241,Max,O ADJ
39020,3241,altitude,O NOUN
39021,3241,set,O VERB
39022,3241,to,O ADP
39023,3241,nnn,O X
39024,3241,and,O CCONJ
39025,3241,max,O ADJ
39026,3241,distance,O NOUN
39027,3241,set,O VERB
39028,3241,to,O ADP
39029,3241,nnn,O X
39030,3241,.,O PUNCT
39031,3241,Fly,B-ACTION VERB
39032,3241,in,O ADP
39033,3241,a,O PART
39034,3241,wind,O NOUN
39035,3241,-,O PUNCT
39036,3241,free,B-STATE ADJ
39037,3241,environment,B-STATE NOUN
39038,3241,to,O ADP
39039,3241,ensure,O VERB
39040,3241,flight,O NOUN
39041,3241,safety,O NOUN
39042,3241,(,O PUNCT
39043,3241,Code,O NOUN
39044,3241,:,O PUNCT
39045,3241,30230,O NUM
39046,3241,),O PUNCT
39047,3242,Payload,B-COMPONENT NOUN
39048,3242,mode,O NOUN
39049,3242,enabled,I-STATE VERB
39050,3242,.,O PUNCT
39051,3242,Max,O ADJ
39052,3242,altitude,O NOUN
39053,3242,set,O VERB
39054,3242,to,O ADP
39055,3242,nnn,O X
39056,3242,and,O CCONJ
39057,3242,max,O ADJ
39058,3242,distance,O NOUN
39059,3242,set,O VERB
39060,3242,to,O ADP
39061,3242,nnn,O X
39062,3242,.,O PUNCT
39063,3242,Fly,B-ACTION VERB
39064,3242,in,O ADP
39065,3242,a,O PART
39066,3242,wind,O NOUN
39067,3242,-,O PUNCT
39068,3242,free,B-STATE ADJ
39069,3242,environment,B-STATE NOUN
39070,3242,to,O ADP
39071,3242,ensure,O VERB
39072,3242,flight,O NOUN
39073,3242,safety,O NOUN
39074,3242,(,O PUNCT
39075,3242,Code,O NOUN
39076,3242,:,O PUNCT
39077,3242,30232,O NUM
39078,3242,),O PUNCT
39079,3243,Payload,B-COMPONENT NOUN
39080,3243,mode,O NOUN
39081,3243,enabled,I-STATE VERB
39082,3243,.,O PUNCT
39083,3243,Return,B-ACTION VERB
39084,3243,the,O PRON
39085,3243,aircraft,O NOUN
39086,3243,to,O ADP
39087,3243,an,O PRON
39088,3243,area,B-STATE NOUN
39089,3243,nearby,O ADV
39090,3243,the,O PRON
39091,3243,home,O NOUN
39092,3243,point,B-STATE NOUN
39093,3243,promptly,O ADV
39094,3243,to,O ADP
39095,3243,ensure,O VERB
39096,3243,flight,O NOUN
39097,3243,safety,O NOUN
39098,3243,(,O PUNCT
39099,3243,Code,O NOUN
39100,3243,:,O PUNCT
39101,3243,30229,O NUM
39102,3243,),O PUNCT
39103,3244,Propeller,B-COMPONENT NOUN
39104,3244,Fell,B-ACTION VERB
39105,3244,Off,O PART
39106,3245,Propeller,B-COMPONENT NOUN
39107,3245,Fell,B-ACTION VERB
39108,3245,Off,O PART
39109,3245,.,O PUNCT
39110,3245,Motor,B-COMPONENT NOUN
39111,3245,idle,B-STATE ADJ
39112,3245,.,O PUNCT
39113,3245,Check,B-ACTION VERB
39114,3245,whether,O SCONJ
39115,3245,propellers,O NOUN
39116,3245,are,O AUX
39117,3245,installed,I-ACTION ADP
39118,3245,(,O PUNCT
39119,3245,Code,O NOUN
39120,3245,:,O PUNCT
39121,3245,30166,O NUM
39122,3245,),O PUNCT
39123,3246,Propellers,B-COMPONENT NOUN
39124,3246,not,O ADV
39125,3246,installed,I-ACTION ADP
39126,3246,(,O PUNCT
39127,3246,Code,O NOUN
39128,3246,:,O PUNCT
39129,3246,30144,O NUM
39130,3246,),O PUNCT
39131,3247,Recharge,B-ACTION VERB
39132,3247,promptly,O ADV
39133,3247,(,O PUNCT
39134,3247,Code,O NOUN
39135,3247,:,O PUNCT
39136,3247,120732,O NUM
39137,3247,),O PUNCT
39138,3248,Remote,B-COMPONENT ADJ
39139,3248,controller,O NOUN
39140,3248,battery,O NOUN
39141,3248,level,O NOUN
39142,3248,low,O ADJ
39143,3248,.,O PUNCT
39144,3248,Recharge,B-ACTION VERB
39145,3248,promptly,O ADV
39146,3248,(,O PUNCT
39147,3248,Code,O NOUN
39148,3248,:,O PUNCT
39149,3248,60001,O NUM
39150,3248,),O PUNCT
39151,3249,Remote,B-COMPONENT ADJ
39152,3249,controller,O NOUN
39153,3249,disconnected,I-STATE VERB
39154,3249,from,O ADP
39155,3249,aircraft,O NOUN
39156,3249,(,O PUNCT
39157,3249,Code,O NOUN
39158,3249,:,O PUNCT
39159,3249,30029,O NUM
39160,3249,),O PUNCT
39161,3250,Remote,B-COMPONENT ADJ
39162,3250,controller,O NOUN
39163,3250,in,O ADP
39164,3250,high,O ADJ
39165,3250,interference,O NOUN
39166,3250,environment,B-STATE NOUN
39167,3250,.,O PUNCT
39168,3250,Manually,O ADV
39169,3250,adjust,I-ACTION VERB
39170,3250,flight,O NOUN
39171,3250,route,B-PARAMETER NOUN
39172,3250,or,O CCONJ
39173,3250,return,O VERB
39174,3250,to,O ADP
39175,3250,home,O NOUN
39176,3250,(,O PUNCT
39177,3250,Code,O NOUN
39178,3250,:,O PUNCT
39179,3250,80014,O NUM
39180,3250,),O PUNCT
39181,3251,Remote,B-COMPONENT ADJ
39182,3251,controller,O NOUN
39183,3251,signal,O NOUN
39184,3251,lost,O VERB
39185,3251,(,O PUNCT
39186,3251,Code,O NOUN
39187,3251,:,O PUNCT
39188,3251,30029,O NUM
39189,3251,),O PUNCT
39190,3252,Remote,B-COMPONENT ADJ
39191,3252,ID,B-PARAMETER NOUN
39192,3252,error,O NOUN
39193,3252,.,O PUNCT
39194,3252,Connect,I-ACTION VERB
39195,3252,to,O ADP
39196,3252,network,B-COMPONENT NOUN
39197,3252,to,O ADP
39198,3252,obtain,I-ACTION VERB
39199,3252,mobile,B-COMPONENT ADJ
39200,3252,device,B-COMPONENT NOUN
39201,3252,location,B-PARAMETER NOUN
39202,3252,.,O PUNCT
39203,3252,Flying,B-ACTION VERB
39204,3252,without,O ADP
39205,3252,broadcasting,I-ACTION VERB
39206,3252,required,I-ACTION VERB
39207,3252,remote,O ADJ
39208,3252,ID,B-PARAMETER NOUN
39209,3252,messages,B-PARAMETER NOUN
39210,3252,may,O AUX
39211,3252,violate,I-ACTION VERB
39212,3252,local,O ADJ
39213,3252,regulations,B-ISSUE NOUN
39214,3252,(,O PUNCT
39215,3252,Code,O NOUN
39216,3252,:,O PUNCT
39217,3252,1B080001,O NUM
39218,3252,),O PUNCT
39219,3253,Remote,B-COMPONENT ADJ
39220,3253,ID,B-PARAMETER NOUN
39221,3253,error,O NOUN
39222,3253,.,O PUNCT
39223,3253,Connect,I-ACTION VERB
39224,3253,to,O ADP
39225,3253,network,B-COMPONENT NOUN
39226,3253,to,O ADP
39227,3253,obtain,I-ACTION VERB
39228,3253,mobile,B-COMPONENT ADJ
39229,3253,device,B-COMPONENT NOUN
39230,3253,location,B-PARAMETER NOUN
39231,3253,.,O PUNCT
39232,3253,Flying,B-ACTION VERB
39233,3253,without,O ADP
39234,3253,broadcasting,I-ACTION VERB
39235,3253,required,I-ACTION VERB
39236,3253,remote,O ADJ
39237,3253,ID,B-PARAMETER NOUN
39238,3253,messages,B-PARAMETER NOUN
39239,3253,may,O AUX
39240,3253,violate,I-ACTION VERB
39241,3253,local,O ADJ
39242,3253,regulations,B-ISSUE NOUN
39243,3253,(,O PUNCT
39244,3253,Code,O NOUN
39245,3253,:,O PUNCT
39246,3253,30334,O NUM
39247,3253,),O PUNCT
39248,3254,Remote,B-COMPONENT ADJ
39249,3254,ID,B-PARAMETER NOUN
39250,3254,error,O NOUN
39251,3254,.,O PUNCT
39252,3254,Contact,B-ACTION NOUN
39253,3254,DJI,B-PARAMETER PROPN
39254,3254,Support,B-FUNCTION NOUN
39255,3254,(,O PUNCT
39256,3254,Code,O NOUN
39257,3254,:,O PUNCT
39258,3254,1B080002,O NUM
39259,3254,),O PUNCT
39260,3255,Remote,B-COMPONENT ADJ
39261,3255,ID,B-PARAMETER NOUN
39262,3255,functionality,B-FUNCTION NOUN
39263,3255,normal,O ADJ
39264,3255,(,O PUNCT
39265,3255,Code,O NOUN
39266,3255,:,O PUNCT
39267,3255,1B080003,O NUM
39268,3255,),O PUNCT
39269,3256,Remote,B-COMPONENT ADJ
39270,3256,ID,B-PARAMETER NOUN
39271,3256,functionality,B-FUNCTION NOUN
39272,3256,normal,O ADJ
39273,3256,(,O PUNCT
39274,3256,Code,O NOUN
39275,3256,:,O PUNCT
39276,3256,30331,O NUM
39277,3256,),O PUNCT
39278,3257,SD,B-PARAMETER PROPN
39279,3257,card,O NOUN
39280,3257,full,O ADJ
39281,3257,.,O PUNCT
39282,3257,Change,B-ACTION VERB
39283,3257,card,O NOUN
39284,3257,or,O CCONJ
39285,3257,delete,I-ACTION VERB
39286,3257,files,B-COMPONENT NOUN
39287,3257,(,O PUNCT
39288,3257,Code,O NOUN
39289,3257,:,O PUNCT
39290,3257,10027,O NUM
39291,3257,),O PUNCT
39292,3258,SD,B-PARAMETER PROPN
39293,3258,card,O NOUN
39294,3258,malfunction,I-ISSUE NOUN
39295,3258,.,O PUNCT
39296,3258,Change,B-ACTION VERB
39297,3258,card,O NOUN
39298,3258,(,O PUNCT
39299,3258,Code,O NOUN
39300,3258,:,O PUNCT
39301,3258,10023,O NUM
39302,3258,),O PUNCT
39303,3259,Setting,B-FUNCTION NOUN
39304,3259,new,O ADJ
39305,3259,Maximum,O ADJ
39306,3259,Flight,B-ACTION NOUN
39307,3259,Altitude,B-PARAMETER NOUN
39308,3259,to,O ADP
39309,3259,nnn,O X
39310,3259,(,O PUNCT
39311,3259,nnn,O X
39312,3259,),O PUNCT
39313,3260,Setting,B-FUNCTION NOUN
39314,3260,new,O ADJ
39315,3260,Return,B-ACTION VERB
39316,3260,-,O PUNCT
39317,3260,To,O ADP
39318,3260,-,O PUNCT
39319,3260,Home,B-COMPONENT NOUN
39320,3260,altitude,O NOUN
39321,3260,to,O ADP
39322,3260,nnn,O X
39323,3260,(,O PUNCT
39324,3260,nnn,O X
39325,3260,),O PUNCT
39326,3261,Strong,B-STATE ADJ
39327,3261,wind,O NOUN
39328,3261,warning,B-ISSUE NOUN
39329,3261,.,O PUNCT
39330,3261,Aircraft,O NOUN
39331,3261,unable,O ADJ
39332,3261,to,O ADP
39333,3261,return,O VERB
39334,3261,to,O ADP
39335,3261,home,O NOUN
39336,3261,automatically,O ADV
39337,3261,.,O PUNCT
39338,3261,Lower,O ADJ
39339,3261,altitude,O NOUN
39340,3261,immediately,O ADV
39341,3261,and,O CCONJ
39342,3261,return,O VERB
39343,3261,to,O ADP
39344,3261,home,O NOUN
39345,3261,manually,O ADV
39346,3261,(,O PUNCT
39347,3261,Code,O NOUN
39348,3261,:,O PUNCT
39349,3261,120596,O NUM
39350,3261,),O PUNCT
39351,3262,Strong,B-STATE ADJ
39352,3262,wind,O NOUN
39353,3262,warning,B-ISSUE NOUN
39354,3262,.,O PUNCT
39355,3262,Aircraft,O NOUN
39356,3262,unable,O ADJ
39357,3262,to,O ADP
39358,3262,return,O VERB
39359,3262,to,O ADP
39360,3262,home,O NOUN
39361,3262,automatically,O ADV
39362,3262,.,O PUNCT
39363,3262,Lower,O ADJ
39364,3262,altitude,O NOUN
39365,3262,immediately,O ADV
39366,3262,and,O CCONJ
39367,3262,return,O VERB
39368,3262,to,O ADP
39369,3262,home,O NOUN
39370,3262,manually,O ADV
39371,3262,(,O PUNCT
39372,3262,Code,O NOUN
39373,3262,:,O PUNCT
39374,3262,30149,O NUM
39375,3262,),O PUNCT
39376,3263,Subject,B-PARAMETER NOUN
39377,3263,lost,O VERB
39378,3263,.,O PUNCT
39379,3263,Reselect,B-ACTION VERB
39380,3263,subject,B-PARAMETER NOUN
39381,3263,(,O PUNCT
39382,3263,Code,O NOUN
39383,3263,:,O PUNCT
39384,3263,800018,O NUM
39385,3263,),O PUNCT
39386,3264,The,O PRON
39387,3264,remaining,I-STATE VERB
39388,3264,battery,O NOUN
39389,3264,is,O AUX
39390,3264,only,O ADV
39391,3264,enough,B-ISSUE ADJ
39392,3264,for,O ADP
39393,3264,RTH,B-STATE PROPN
39394,3264,.,O PUNCT
39395,3264,Return,B-ACTION VERB
39396,3264,home,O NOUN
39397,3264,now,O ADV
39398,3265,Unable,O ADJ
39399,3265,to,O ADP
39400,3265,take,O VERB
39401,3265,off,O PART
39402,3265,(,O PUNCT
39403,3265,Code,O NOUN
39404,3265,:,O PUNCT
39405,3265,30064,O NUM
39406,3265,),O PUNCT
39407,3266,Unable,O ADJ
39408,3266,to,O ADP
39409,3266,take,O VERB
39410,3266,off,O PART
39411,3266,in,O ADP
39412,3266,low,O ADJ
